,HR,RMSSD,LF,HF,condition
0,73.76751387262942,17.20875554081963,1777.401784392629,14.148344405704384,0
1,124.9287105738983,4.88338016548737,166.1275593868413,13.42480300548012,1
2,126.6184287058452,4.341479353098141,110.31330695998993,7.290438784330512,1
3,124.6017771672937,5.009157008827932,166.45276735912742,11.914736904058339,1
4,73.85534409944867,17.85972544921291,1839.130756621533,15.6468367256411,0
5,74.2817272673483,15.81464059936254,1236.194605980528,20.841551533859672,0
6,75.48641763873698,13.23045092347941,846.8958362348525,11.93146477156911,0
7,126.79670755799059,4.8474098460919,131.3432843457362,8.44432713298711,1
8,72.79423933148222,16.998273347122723,1556.810061779328,14.157923426572607,0
9,121.89495439614643,4.401831958651335,176.4142913769631,10.11107705481492,1
10,121.9928103811777,4.4823246784326605,175.3318169909625,9.547459879551358,1
11,122.98779455528759,4.872180667256549,181.4866913494094,13.3303854376859,1
12,129.2079541923834,4.949987897155276,45.08905885796127,10.36340096216149,1
13,76.76703885400663,13.18843153313885,1015.252919209935,14.1482098598561,0
14,72.33524982809475,17.703062408436924,1791.550773524278,10.30482950054285,0
15,73.35619436752063,17.874835186989234,1935.647912528134,13.097884504983847,0
16,72.46242894463016,18.8042443841981,1819.2053926807528,17.90389509240223,0
17,123.70987156632721,5.892161340943321,231.8349048620091,12.020172214915421,1
18,72.61778172513864,16.1497259787899,1356.196858976402,12.58232522440834,0
19,127.3025779635643,4.532004615107853,107.60679213271021,7.836997781919062,1
20,127.4495710415935,4.340844980498041,68.43855135196735,5.034710925911417,1
21,121.5464471449697,5.827931748766082,177.6228727868533,10.13042111047653,1
22,127.6438339401488,4.326004815671677,164.2841678017117,12.394637931563564,1
23,72.68766705129259,15.6389461974087,1211.743264357872,16.91754368334089,0
24,72.9106665096775,16.5125994594931,1198.017066008041,13.28850427314285,0
25,128.7902980566152,3.627218361922455,54.45781724886064,5.007008867749238,1
26,130.4817553330397,5.117233250050076,108.90586973529408,7.741908494549572,1
27,71.21595436041137,18.4134629559611,1740.8064719147242,16.81423400350005,0
28,121.7929204420928,4.6681177547387085,169.11948360816982,10.40265020265973,1
29,74.77309643588242,16.71190713400059,1373.836737886505,19.600011115728734,0
30,127.4566254780195,4.231019711353919,121.9532668840187,8.716154814392139,1
31,72.3719083850766,16.10747172806365,1349.742617299293,16.39907728392854,0
32,127.3158400187418,4.961872710430081,109.8314967665307,6.858351599400541,1
33,128.43861939815028,4.004144480752268,85.31906272399918,10.06389617866036,1
34,72.57895240964423,18.79274009535765,1787.4162473035,19.53316292469004,0
35,75.352103620553,16.30622999483118,1190.938182782241,20.259917767150398,0
36,72.74716076973256,17.7211531312138,1784.834125407424,10.853925146751358,0
37,78.83974519646736,11.63910125985467,465.4565090704612,19.44300647864162,0
38,118.1511348858732,5.148683538500503,209.7559624623772,11.2215184519132,1
39,73.11716197397065,15.717215874141981,1101.6045395311141,22.91843222201057,0
40,121.327507226978,4.70661707800565,178.5186542993541,12.648586802915881,1
41,75.7999483724917,16.18406583047014,1600.189259774452,17.73198004856017,0
42,74.46463190706203,13.93671022872125,929.4343907416278,11.75177870475813,0
43,126.38300667136869,5.311339459333296,176.1161508414276,8.705382720628213,1
44,126.3094331662142,5.306477575437619,263.994154634472,11.73555338504781,1
45,129.1801452319578,3.872938580581468,78.06450645654178,8.422783099653811,1
46,74.02076448690208,15.03393155359845,1143.337588347767,11.39078316060564,0
47,127.94937586227199,5.044657971987653,123.65106202737392,6.484204008625126,1
48,126.2118017842009,5.20553802427782,321.5960907350132,14.11503500772642,1
49,73.68092165242004,16.885929624047748,1854.118600962298,14.92576653694797,0
50,122.187907258062,4.485625464657264,160.9198919477882,14.13892975306341,1
51,132.5679706167223,4.9946306391112785,76.91478372655185,7.505784868400784,1
52,75.32315087293681,16.65936859962255,1299.516374095594,23.77874820327623,0
53,72.29344942775954,17.22236326703821,1269.650073389684,25.41416621051798,0
54,79.62146090023259,13.373338730084061,640.7137923406103,38.439312819053356,0
55,76.21767196407505,15.56479231001923,1096.407278623354,14.62762223025161,0
56,121.6940757499205,4.276905638180891,201.3688155454562,9.797409062363787,1
57,127.29962409721857,4.337477452215969,118.3587729202125,8.162991606725924,1
58,72.30437906130959,19.01933208153337,1808.924543305527,17.31276520547842,0
59,127.2529022538319,4.981623189241605,108.12416913731279,6.912101903573854,1
60,75.17201842475674,16.97622832005678,1493.548217960032,25.901458772236037,0
61,121.31586414197052,4.44649738827643,200.7760451736898,11.97417506801353,1
62,78.94822706468548,11.38697950577668,465.02592979598717,20.89511601698797,0
63,126.3003019258795,4.401157282491,121.77855827255121,8.044437423608553,1
64,74.62846152134922,16.45464791546527,1160.982503480555,21.910946086183948,0
65,77.46072749894358,13.3259796709267,847.1831419279608,15.38000856508397,0
66,121.3408896292268,4.6274268931253015,171.5835380297055,9.930576243492348,1
67,121.8419853902945,4.622407556539435,211.7207129861685,7.8501589232844236,1
68,121.2699046660025,4.290284026720472,189.17689921854,10.15536892498863,1
69,73.4719379943977,18.43482939250807,1828.1379155457682,20.47632046917077,0
70,126.52168187305408,5.011241857255545,100.0259670285299,7.658146297491517,1
71,126.0404270257134,5.223540334924408,240.0636607450197,12.20279078840034,1
72,78.57597974096066,13.673937960908079,595.141626662021,33.26011012833799,0
73,128.5440297613963,5.0298856296125365,127.52501506793301,6.577274214520644,1
74,122.8321083401776,5.813319750483853,302.7624464563555,14.05480007763796,1
75,73.59059510287807,17.07262731460638,1495.474747852744,11.79905498443701,0
76,76.90756969235095,13.274116464144619,797.8010046297418,20.1908422816615,0
77,125.53473546642508,4.707431364113512,153.48046611226232,13.022515016501448,1
78,72.45760480254805,16.3086073914576,1286.806635341084,14.40810907865492,0
79,72.8577769846176,17.015383706081472,1657.809299117404,14.006247611463053,0
80,73.0270149350138,15.29815440360752,1062.314499159806,15.3625678054236,0
81,121.190853418237,4.493339231755691,189.6333225267051,10.18797522972578,1
82,78.68812761055649,11.916166193660116,629.0574223584576,18.221021142111173,0
83,123.34569444215492,4.886753202858918,178.90576176212932,14.11909125147273,1
84,121.77062084832608,4.5079175984172055,194.84273013456001,11.643661021403382,1
85,77.35861453529171,13.57244433592333,891.9405483120478,24.79339046118004,0
86,74.18776509300231,16.743127230552858,1399.75491002522,14.73725475834786,0
87,124.5348634113218,5.000050430774171,166.6706869893674,11.62772826508647,1
88,127.3116484513234,4.3307935473408286,118.6148297545141,8.228467413680162,1
89,73.66219410419265,17.73011335712159,1395.987834939462,24.80871207728106,0
90,76.7907505269404,13.23974947329782,880.9923724151066,20.13574143127685,0
91,74.38776937862596,17.8678741346228,1610.406826830176,20.42040309476653,0
92,119.816299706025,4.661597049858382,120.906561155131,15.41563778280854,1
93,74.17343200883931,14.39992204166189,920.866263362263,12.78606656746635,0
94,132.168794749202,5.077542593937852,95.71213075551614,8.106672400075249,1
95,127.38081230140759,4.247730283109274,122.45753866989679,8.829523258315819,1
96,77.19389820715077,14.010369073430688,1017.028221233428,19.65888463457672,0
97,75.6076419296604,16.22061961831763,1725.6830374276126,18.65138281788515,0
98,71.8854901214096,16.33203637975537,1448.464605541337,8.63964060450942,0
99,72.64843437211707,18.220060982094182,1878.036977942157,13.67615719424824,0
100,120.7533304968726,4.799217256252162,229.80726131746243,12.5774975180063,1
101,122.6374358710255,4.884980679092449,145.79359825254733,13.33531930809553,1
102,129.72631141803058,5.123321328429474,138.1427070820144,8.281176048181946,1
103,77.04654454032536,15.27941269839321,703.7380905713221,30.347721778037876,0
104,117.14349675854108,5.672395614972848,294.96063758371434,15.05282480577341,1
105,121.2409253058414,4.537263740537156,158.60393588197,10.94939487613806,1
106,124.7943375831988,4.889318733594997,166.54706118872292,12.93665435713963,1
107,129.6085307859663,5.171715836234976,142.0039946814783,8.272674199837429,1
108,74.82079102618519,16.85391543192728,1336.448459024162,18.587454536078447,0
109,118.65336791331232,5.153159289312392,179.19867675102643,11.738996322206885,1
110,118.21938674341507,5.197904351379552,202.18582309875111,11.17764210679149,1
111,77.26210147594911,13.56231994259731,788.6777600990841,23.68113831595676,0
112,73.57712780019091,17.09233551874198,1452.222027941371,11.803098073821658,0
113,74.15503389558147,14.549641790100393,925.7840251612573,11.995244180904029,0
114,125.2756014995168,4.424231306091461,175.28402543406204,14.2130539651174,1
115,72.42755276881331,18.783573400865397,1760.832684212599,18.46519512826548,0
116,120.4110387735559,5.272483641789188,203.64392117660458,10.935285786994744,1
117,73.4050398092288,15.372072496946313,1081.669358878513,14.949187483335061,0
118,72.27185797188746,17.36022824057219,1384.6107260835172,22.9731155832496,0
119,72.57640095582984,17.74532418750474,1657.257098506814,18.071298048482078,0
120,131.54290531253022,5.042257256575767,113.88131481481592,8.27251730388061,1
121,131.9271520551894,5.039974705814815,107.3450527542652,8.335487662814304,1
122,75.0919426815427,15.655331288928304,1132.527799034266,25.10831060836,0
123,73.43953121476689,15.967892883370993,1185.296910909093,14.13720077401684,0
124,75.93072680685289,13.337790835127931,781.8512006671698,11.933137839124893,0
125,77.14389740061445,16.30583797648879,1460.5843370290909,18.029734054996734,0
126,125.3104407863562,4.802671960863654,158.363396937757,12.53216350276169,1
127,126.937791438651,4.82650873380412,130.931196332313,7.062801762801738,1
128,71.55790759033059,19.696402471364358,2088.895985216016,15.67498457608968,0
129,120.0872461056802,4.610339969525676,124.11308688683,15.28284353812055,1
130,117.9135470722554,4.601359732423688,142.2812748220979,13.423374172725053,1
131,121.2416604502011,4.3115494133042125,189.9739245376606,10.15332614666752,1
132,120.89439983846559,4.5175374247919065,161.08554696263232,15.84976089846722,1
133,71.38703429795015,18.37190516750946,1703.478035885182,10.59077701095574,0
134,122.34282745938499,4.467392138139798,153.9835885670825,13.643336404492441,1
135,118.1204604394004,5.147877022893573,215.8993219573719,11.337982070869481,1
136,126.93159112654341,4.579999840913387,135.0245505809968,8.876103301781287,1
137,73.47014013489566,15.45232916226966,1139.338585516057,13.977506365814712,0
138,118.67563496965393,4.892743738346007,130.7953156578184,13.35717557488312,1
139,74.69446325695785,16.78025309978687,1398.611362077176,23.61696932529703,0
140,118.2529464592858,5.147784389529923,176.69687789774918,18.61015771497877,1
141,118.29459543156321,5.520140501820888,182.9909168417829,14.88270390465651,1
142,73.32344896241737,15.34982690162976,1131.2105698262199,16.96866521550592,0
143,121.34847858238159,5.795475202200749,163.0639142015991,9.422233432069804,1
144,128.8925018727145,3.959485256214652,74.76545355446038,8.990325084048091,1
145,117.28965029939992,4.8112395078807895,152.5848380974059,12.73388957302232,1
146,121.8215146599696,4.498209458587279,190.66388734067056,9.355672942016193,1
147,73.92291462152156,16.90208923879222,1292.726707468551,13.998836708906381,0
148,76.86482170499507,13.124622714616821,990.2191217198327,15.7938435204983,0
149,121.81017944730179,4.720962875978311,166.2845745802794,11.69559177596925,1
150,121.2446802952102,4.891157377581243,171.1221969743426,11.591633267291687,1
151,130.3143377143418,5.0709202411165615,26.41257648621182,7.086909036385085,1
